	CTR19A_CD140a	CTR19B_CD140a	CTR19C_CD140a	CTR19F_CD140a	HD20C_CD140a	HD20D_CD140a	HD20E_CD140a	HD20F_CD140a	HD20G_CD140a
ENSG00000226191	0	0	0	0	0	0	0	0.03	0
ENSG00000226193	0	0	0	0	0	0	0	0	0
ENSG00000226194	0.39	0.6	0.69	0.12	0.06	0.89	0.13	0.03	0.51
ENSG00000226196	0	0	0	0	0	0	0	0	0
ENSG00000226197	0.25	0.32	0	0	0	1.05	0	0	0
ENSG00000226199	0	0	0	0	0	0	0	0	0
ENSG00000226200	0.87	0.44	0.66	0.9	0.72	0.68	0.82	0.59	0.79
ENSG00000226203	0	0	0	0.01	0	0	0	0	0
ENSG00000226204	0	0	0	0	0	0	0	0	0
ENSG00000226205	0	0	0	0	0	0	0	0.11	0
ENSG00000226206	0	0	0	0	0	0	0	0	0
ENSG00000226207	0.26	1.63	0.87	0.22	0	0.36	0.24	1.38	1.74
ENSG00000226208	0	0	0	0	0	0	0	0	0
ENSG00000226209	0	0	0	0	0	0	0	0	0
ENSG00000226210	34.93	71.83	45.14	40.13	42.6	54.42	35.89	9	39.39
ENSG00000226211	0	0	0	0	0	0	0	0	0
ENSG00000226212	0	0	0	0	0	0	0	0	0
ENSG00000226213	0	0	0	0	0	0	0	0	0
ENSG00000226216	0	0	0	0.16	0	0	0	0	0
ENSG00000226217	0	0	0	0	0	0	0	0	0
ENSG00000226218	0	0	0	0	0	0	0	0	0
ENSG00000226220	0.35	0.49	0.5	0.53	0.14	0.12	0.21	0.06	0.52
ENSG00000226221	9.78	10.01	10.61	11.64	9.4	9.68	8.82	16.13	12.19
ENSG00000226222	0	0	0	0	0	0	0	0	0
ENSG00000226223	0	0	0	0	0	0	0	0	0
ENSG00000226226	0	0	0	0	0	0	0	0	0
ENSG00000226229	0	0	0	0	0	0	0	0	0
ENSG00000226230	0	0	0	0.08	0	0	0.24	0	0
ENSG00000226232	8.48	7.65	11.18	7.83	11.25	13.52	12.26	0.8	15.68
ENSG00000226233	0	0	0	0	0	0	0	0	0
ENSG00000226234	0	0	0	0	0	0	0	0.1	0
ENSG00000226235	0	0.44	0.09	0.15	0.48	0.11	0.32	0.01	0.52
ENSG00000226237	0.05	0.03	0.03	0.2	0.12	0.1	0.22	0.19	0.26
ENSG00000226238	0	0	0	0	0	0	0	0	0
ENSG00000226239	0.28	0	0	0.09	0	0	0.05	0	0
ENSG00000226240	0.44	0	0.1	0.15	0	0.12	0.16	0.06	0.07
ENSG00000226241	0.53	0	0.18	0.11	0.13	0.23	0	0.02	0.08
ENSG00000226242	0	0	0	0	0	0	0	0	0
ENSG00000226243	1.05	0	3.42	1.49	2.09	0	2.78	1.22	1.49
ENSG00000226245	6.77	8.86	6.25	5.93	2.37	6.49	4.57	1.87	10.81
ENSG00000226246	0	0	0	0	0	0	0	0	0
ENSG00000226247	0.43	1.07	0	0.18	0	0	0	0.15	0
ENSG00000226249	0	0	0	0	0	0	0	0	0
ENSG00000226250	0	0	0	0	0	0	0	0	0
ENSG00000226251	0	0	0	0	0	0	0.39	0	0
ENSG00000226252	0	0	0	0	0	0	0	0	0
ENSG00000226253	0	0	0	0	0	0	0.38	0	0
ENSG00000226254	0	0	0	0	0	0	0	0	0
ENSG00000226255	0	0	0	0	0	0	0	0	0
ENSG00000226258	0.73	0.67	0	1.37	0	0	0	0	0.15
ENSG00000226259	23.66	16.26	15.79	20.9	27.25	21.81	24.74	13.76	25.81
ENSG00000226261	0	0.43	0.22	0	0	0.48	0.47	0.16	0.07
ENSG00000226262	0	0	0	0.02	0	0	0	0	0
ENSG00000226263	0	0	0	0.4	0	0.26	0	0.07	0
ENSG00000226266	1.47	2.47	1.82	2.48	2.99	1.12	1.6	2.82	1.38
ENSG00000226268	4.04	4.19	7.18	7.08	5.74	13.67	9.61	13.61	14.15
ENSG00000226270	0	0	0	0	0	0	0	0	0
ENSG00000226272	0	0	0	0	0	0	0	0	0
ENSG00000226273	0	0	0	0	0	0	0	0	0
ENSG00000226276	0	0	0	0	0	0	0	0	0.29
ENSG00000226277	0	0	0	0.14	0	0	0	0	0
ENSG00000226278	0	0	0	0	4.5	11.92	4.88	5.48	3.1
ENSG00000226279	1.31	0.33	0.29	0.11	0.32	0	0	0	0
ENSG00000226280	0	0	0.06	0	0	0	0	0	0
ENSG00000226281	0	0.56	0	0	0	0	0.2	0	0
ENSG00000226284	0.29	0	0.64	0.35	0	0.85	1.29	0.4	0.87
ENSG00000226285	0	0	0	0	0	0	0	0	0
ENSG00000226286	0.28	0	0	0	0.34	0	0	0.1	0
ENSG00000226287	0.16	1.87	2.02	0.33	0	0.24	0	0.23	0.19
ENSG00000226288	0	0	0	0.01	0	0	0	0	0
ENSG00000226289	0	0	0	0	0	0	0	0	0
ENSG00000226291	0	0.64	0	0.43	0	0	0	0.36	0
ENSG00000226292	0	0	0.16	0	0.18	0	0	0	0
ENSG00000226296	0	0	0	0	0	0	0	0	0
ENSG00000226297	0	0	0	0	0	0	0	0	0
ENSG00000226298	0	0	0	0	0	0	0	0	0
ENSG00000226299	0	0	0	0	0	0	0	0	0
ENSG00000226301	0	0	0	0	0	0	0	0	0
ENSG00000226302	0	0	0	0.22	0.62	0.24	0	0.18	0.53
ENSG00000226304	0	0	0.3	0	0	0	0	0	0
ENSG00000226306	0	0	0	0.17	0	0	0.03	0	0
ENSG00000226307	0	0	0	0	0	0	0	0	0
ENSG00000226308	0.1	0.12	0.22	0.5	0.12	0.41	0.27	0.35	0.12
ENSG00000226309	0	0	0	0	0	0	0	0	0
ENSG00000226310	0.37	1.39	2.27	1.81	0.23	1.03	0.33	0.2	1.31
ENSG00000226312	0.18	0.16	1.78	0.25	0	0.3	0.32	0	0.51
ENSG00000226313	0	0	0	0	0	0	0	0	0
ENSG00000226314	8.43	3.53	2.64	8.42	5.25	6.17	7.29	0.57	7.33
ENSG00000226317	0	0	0	0	0	0	0	0	0
ENSG00000226318	0.95	0.59	0.53	2.08	1.54	1.54	1.86	0.22	3.04
ENSG00000226320	0	0	0	0	0	0	0	0	0
ENSG00000226321	0.38	0	0	0.46	0	0	0	0	0
ENSG00000226323	0	0	0	0	0	0	0	0	0
ENSG00000226324	0	0	0	0	0	0	0	0	0
ENSG00000226327	0	0	0	0	0	0	0	0	0
ENSG00000226328	11.71	12.71	7.41	8.48	8.01	9.57	7.67	3.49	10.62
ENSG00000226329	0	0	0	0.13	0	0	0	0.05	0
ENSG00000226330	0	0	0	0.69	0.33	1.12	1.22	0	0.32
ENSG00000226331	0	0	0	0	0	0	0	0	0
ENSG00000226332	2.63	9.98	4.7	2.56	5.91	4.47	5.92	1.32	4.36
ENSG00000226334	0.28	0	0	0.12	1.37	0	0.51	0.6	0.11
ENSG00000226336	0	0	0	0	0	0	0	0	0
ENSG00000226337	0	0	0	0.03	0	0	0	0	0
ENSG00000226338	42.22	0	0	53.7	66.84	0	70.39	0	97.39
ENSG00000226339	0	0	0	0	0	0	0	0	0
ENSG00000226340	0.47	0.59	0	0.2	0	0	0.21	0.17	0.18
ENSG00000226341	0	0	0	0	0	0	0	0	0
ENSG00000226342	0	0	0	0	0.09	0	0	0	0
ENSG00000226344	0	0	0	0	0	0	0	0	0
ENSG00000226345	0	0	0	0.43	0	0	0	0.35	0.39
ENSG00000226348	0.28	0	0	0	0.17	0	0.13	0	0.22
ENSG00000226349	0	0	0	0	0	0	0	0	0
ENSG00000226352	5.25	3.75	3.35	3.35	6.85	7.82	4.4	0.13	8.71
ENSG00000226353	0	0	0	0	0	0	0	0	0
ENSG00000226355	0	0	0.33	0.19	0	0	0.14	0.05	0.7
ENSG00000226356	0	0	0	0	0	0	0	0	0
ENSG00000226358	0	0	0	0	0	0	0	0	0
ENSG00000226359	0.27	0.34	0.45	0.23	0.16	0	0	0	0
ENSG00000226360	5.56	4.16	6.49	4.12	4.74	8.01	6.02	4.37	2.9
ENSG00000226361	0	0.39	0.12	0.05	0	0.42	0.29	0.37	0
ENSG00000226362	0	0	0	0	0	0	0	0	0
ENSG00000226363	0.62	0.26	0.23	0.45	0.25	0	0	0	0
ENSG00000226364	0	0	0	0	0	0	0	0	0
ENSG00000226366	0	0	0	0	0	0	0	0	0
ENSG00000226367	0	0	0	0.66	0.38	0.14	0.19	0	0
ENSG00000226369	0	0	0	0	0	0	0	0	0
ENSG00000226370	0	0	0	0	0	0	0	0	0
ENSG00000226372	0	0	0	0	0.11	0	0	0	0
ENSG00000226374	0	0	0	0	0	0	0	0	0
ENSG00000226375	0	0	0	0	0	0	0	0	0
ENSG00000226376	0	0	0	0	0	0	0	0	0
ENSG00000226377	0.21	0	0	0	0	0	0	0	0.09
ENSG00000226380	0.1	0.34	0.14	0.23	0.12	0.05	0.21	0.17	0.07
ENSG00000226383	3.55	3.22	1.72	6.72	1.51	0.62	1.2	0.47	1.4
ENSG00000226386	1.02	1.91	0	0.65	1.24	2.83	1.38	0.18	0
ENSG00000226387	0	0	0	0.23	0	0	0	0.03	0
ENSG00000226388	0	0	0	0	0	0	0	0	0
ENSG00000226389	0	0	0	0	0	0	0	0.04	0
ENSG00000226390	0.76	0.57	0.17	1.1	1.67	0.63	0.41	0.05	0.18
ENSG00000226392	0	0	0	0	0	0	0	0	0
ENSG00000226393	0	1.52	0.54	0.41	0.3	0	0.22	0.09	0.1
ENSG00000226394	0	0	0	0	0	0	0	0	0
ENSG00000226395	0	0	0	0	0	0	0	0	0
ENSG00000226396	0.89	2.56	0.65	1.62	2.5	2.64	0.81	0.21	1.96
ENSG00000226397	0	0.45	0	0.03	0	0	0	0	0
ENSG00000226398	0	0	0	0	0	0	0	0	0
ENSG00000226400	0	0	0	0	0	0	0	0	0
ENSG00000226401	0	0	0	0	0	0	0	0	0
ENSG00000226403	0	0	0	1.05	0	0.54	0.03	0	0
ENSG00000226405	0.37	0	0.82	0.62	0	0	0	0	0
ENSG00000226406	0	0	0	0.06	0	0	0	0	0
ENSG00000226407	0	0	0	0	0	0	0	0	0
ENSG00000226409	0	0	0	0.04	0	0	0	0	0
ENSG00000226410	0.52	0	0.58	0	0	0	0	0	0
ENSG00000226411	0	0	0	0	0	0	0	0	0
ENSG00000226412	0	0	0	0	0	0	0	0	0
ENSG00000226413	0	0	0.14	0.19	0	0	0.35	0.09	0.4
ENSG00000226414	0	0	0	0	0	0	0	0	0
ENSG00000226415	5.51	6.59	5.86	2.7	4.48	5.78	4.31	5.64	3.47
ENSG00000226416	1.31	1.04	0.99	0.7	1.08	1.32	0.7	0.1	0.77
ENSG00000226419	2.3	4.68	4.04	4.41	4.32	4.3	3.57	0.69	7.4
ENSG00000226420	0	0	0	0	0	0	0	0	0
ENSG00000226421	0	0	0	0	0.16	0.37	0	0.09	0.05
ENSG00000226423	0	0	0	0.19	0	0	0.2	0	0.09
ENSG00000226425	0	0	0	0	0	0	0	0	0
ENSG00000226426	0.2	0	0	0.68	0	0	0.36	0.14	0.24
ENSG00000226427	0	0	0	0	0	0	0	0.21	0
ENSG00000226428	0	0	0	0	0	0	0	0	0
ENSG00000226429	0	0	0	0	0	0	0	0	0.19
ENSG00000226430	0.05	0	0.12	0.05	0	0	0.05	0	0.02
ENSG00000226431	0	0	0	0.1	0	0	0	0	0
ENSG00000226432	0	0.39	0.18	0.28	0	0	0.58	0.83	0.25
ENSG00000226433	0	0	0	0	0	0	0	0	0
ENSG00000226435	0	0	0	0.02	0	0	0	0	0
ENSG00000226436	0	0	0	0	0	0	0	0.24	0.4
ENSG00000226438	0	0	0	0	0.28	0	0.21	0	0
ENSG00000226439	0.34	0	0.38	0.29	0	0	0	0.24	0.17
ENSG00000226440	1	0.83	0.56	0.46	0.4	0	0	0	0.39
ENSG00000226441	0	0	0	0	1.78	0	0	0	0
ENSG00000226442	0	0	0	0	0	0	0	0	0
ENSG00000226443	0	0	0.13	0.1	0.14	0	0	0	0
ENSG00000226444	0	0	0	0	0	0	0	0	0
ENSG00000226445	0.36	0	0.53	0.15	0.15	0.5	0.32	0.08	0.14
ENSG00000226446	0	0	0	0	0	0	0	0	0
ENSG00000226447	0	0	0	0	0	0	0	0	0
ENSG00000226448	0	0	0	0	0	0	0	0	0
ENSG00000226449	0	0	0	0	0	0	0	0	0
ENSG00000226450	0.61	1.14	0.34	1.43	1.48	2.64	2.35	0.06	2.03
ENSG00000226453	0	0	0	0	0	0	0	0	0
ENSG00000226454	0	0	0	0	0	0	0	0	0
ENSG00000226455	0	0.18	0	0	0.61	0	0.72	0.22	0.06
ENSG00000226457	0	0	0	0.19	0.45	0	0	0	0
ENSG00000226461	0	0	0	0	0	0	0	0	0
ENSG00000226465	1.24	0.61	0	1.91	2.02	0.96	0	0.76	0.49
ENSG00000226466	0.15	0	0	0	0	0	0	0	0.06
ENSG00000226468	0	0	0	0.06	0	0.21	0	0	0
ENSG00000226469	0.5	0.07	0.25	0.38	0.2	1.47	0.35	0.18	0.48
ENSG00000226470	0	0	0	0	0	0	0	0	0
ENSG00000226471	0.84	2.19	0.87	0.76	2.95	2.16	0.92	0.45	1.11
ENSG00000226472	3.43	2.7	2.53	5.76	2.78	1.17	1.52	0.35	3.36
ENSG00000226473	0	0	0	0	0	0.38	0	0	0
ENSG00000226474	0	0	0	0	0	0	0	0	0
ENSG00000226476	8.45	8.71	4.07	7.1	5.24	18.38	22.67	0.83	27.05
ENSG00000226477	0	0	0	0	0	0	0	0	0
ENSG00000226478	2.51	2.35	0.81	1.66	1.8	2.55	1.83	1.28	1.5
ENSG00000226479	7.69	6.36	10.95	9.33	6.77	6.93	9.7	11.92	4.55
ENSG00000226480	0	0	0	0	0	0	0	0	0
ENSG00000226481	0	0	0	0	0	0	0	0	0
ENSG00000226482	0	0	0	0	0	0	0	0	0
ENSG00000226483	0	0	0	0	0	0	0	0	0
ENSG00000226484	0	0	0	0	0	0	0	0	0
ENSG00000226485	0	0	0	0	0	0	0	0	0
ENSG00000226486	0	0	0	0	0	0	0	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0
ENSG00000226488	0	0	0	0	0	0	0	0	0
ENSG00000226489	0	0	0	0	0	0	0	0	0
ENSG00000226490	0	0	0	0	0	0	0	0	0
ENSG00000226491	0.14	0	0.46	0.23	0.34	0.38	0.75	0.05	0.7
ENSG00000226493	0	0	0	0	0.38	0.43	0.28	0.1	0.97
ENSG00000226496	0.44	0	0.06	0	0	0	0	0	0
ENSG00000226497	0	0	0	0	0	0	0	0	0
ENSG00000226498	0	0	0	0.06	0	0	0	0	0
ENSG00000226499	0	0	0	2.04	0	0	0	0.56	5.02
ENSG00000226500	0	0	0	0	0	0	0	0	0
ENSG00000226501	0	0	0.55	0	0	0	0	0	0
ENSG00000226502	0	0	0	0	0	0	0	0	0
ENSG00000226504	0	0	0	0	0	0	0	0	0
ENSG00000226506	0	0	0	0	0	0	0	0	0
ENSG00000226507	0	0	0	0.24	0	0	0	0	0
ENSG00000226508	4.5	4.78	4.26	5.97	4.99	4.48	5.76	6.49	4.48
ENSG00000226509	0	0	0	0.68	0	0	0	0	0
ENSG00000226510	0	0	0	0.19	0	0	0.14	0	0
ENSG00000226515	0	0	0	0	0	0	0	0	0
ENSG00000226516	0	0	0	0	0	0	0	0	0
ENSG00000226519	0	0	0	0	0	0	0	0	0
ENSG00000226520	0	0	0	0.09	0	0	0	0.08	0
ENSG00000226521	0	0	0	0	0	0	0	0	0
ENSG00000226522	0	0	0	0	0	0	0	0	0
ENSG00000226523	0	0	0	0	0	0	0	0	0
ENSG00000226525	1.56	0	0.53	0.26	0	0.31	0.78	0.14	0
ENSG00000226526	0	0.24	0.45	0.27	0.27	0	0	0.15	0
ENSG00000226527	0.08	0	0	0.11	0	0	0.08	0	0.03
ENSG00000226529	0	0	0	0	0	0	0	0	0
ENSG00000226530	0.22	0	0	0	0	0	0	0.08	0.08
ENSG00000226532	0	0	0	0	0	0	0	0	0
ENSG00000226533	0	0	0	0.19	0	0	0	0	0
ENSG00000226534	0	0	0	0	0	0	0	0	0
ENSG00000226535	0.14	0	0.16	0.03	0.09	0.1	0.18	0.02	0.03
ENSG00000226536	0	0	0	0	0	0	0	0.15	0
ENSG00000226537	0	0	0	0	0	0	0	0	0
ENSG00000226539	0.17	0	0	0	0	0	0.15	0	0
ENSG00000226540	0.09	0	0	0	0	0	0	0	0
ENSG00000226541	0	0	0	0	0	0	0	0	0
ENSG00000226542	0	0	0	0	0	0	0	0	0
ENSG00000226543	0	0	0	0	0.36	0.82	0.27	0	0.69
ENSG00000226544	0	0	0	0.08	0.21	0	0	0.07	0.13
ENSG00000226545	0	0	0	0.7	0	0	0	0	0
ENSG00000226547	0	0	0	0.09	0	0	0	0	0
ENSG00000226548	0	0	0	0	0.23	0	0.17	0.07	0
ENSG00000226549	0.11	0.13	0.24	0.14	0.26	0	0.19	0.52	0.08
ENSG00000226552	0	0	0	0	0	0	0	0	0
ENSG00000226553	0	0	0	0	0	0	0	0	0
ENSG00000226554	0	0	0	0	0	0.21	0	0	0
ENSG00000226555	0	0	0	0	0	0	0	0	0
ENSG00000226556	0	0	0	0	0	0	0.15	0.06	0.27
ENSG00000226557	0.16	0.19	0	0.1	0	0.11	0.07	0.08	0
ENSG00000226558	0	0	0	0	0	0	0	0	0
ENSG00000226562	0.24	0	0	0.1	0.17	0	0	0.07	0
ENSG00000226564	0.83	1.25	0.6	0.13	0.29	0	0.59	0.1	0.31
ENSG00000226565	0	0	0	0	0	0	0	0	0
ENSG00000226566	0	0	0	0	0	0	0	0	0
ENSG00000226567	0.61	0.05	0.09	0.4	0.14	0	0.69	0.01	0.06
ENSG00000226570	0	0	0	0	0	0	0	0	0
ENSG00000226571	0	0	0	0.04	0	0	0.08	0	0.04
ENSG00000226572	0	0	0	0	0	0	0	0	0
ENSG00000226573	0	0	0	0	0	0	0	0	0
ENSG00000226576	0	0	0	0	0	0	0	0	0
ENSG00000226577	0	0	0	0	0	0	0	0	0
ENSG00000226578	0.86	0	0.19	0.29	0	0	0.31	0.3	0.07
ENSG00000226579	0	0	0	0	0	0	0	0	0
ENSG00000226580	0	0	0	0	0	0	0	0	0.83
ENSG00000226581	0	0	0	0	0	0	0	0	0
ENSG00000226582	0	0	0	0	0	0	0	0	0
ENSG00000226587	0	0	0	0	0	0	0	0	0
ENSG00000226590	0	0	0	0	0	0	0	0	0
ENSG00000226592	0	0	0	0	0	0	0	0	0
ENSG00000226594	0	0	0	0	0	0	0	0	0
ENSG00000226595	0	0	0	0	0	0	0	0	0
ENSG00000226597	0	0	0	0	0	0	0	0.15	0
ENSG00000226599	0	0	0	0	0	0	0	0	0
ENSG00000226600	0	0	0	0	0	0	0	0	0
ENSG00000226601	0	0	0	0	0	0	0	0	0
ENSG00000226604	0	0.38	0.13	0.69	0	0	0	0.02	0
ENSG00000226605	0.78	0	0	0.72	0	0	0	1.79	0.62
ENSG00000226608	21.9	23.13	24.7	7.09	18.59	24.66	25.75	15.01	7.43
ENSG00000226609	0.32	0	0	0.28	0.4	1.35	0.29	0.11	0
ENSG00000226611	0	0	0	0	0	0	0	0	0
ENSG00000226616	0	0	0	0	0	0	0	0	0
ENSG00000226617	0	0.75	0	0.13	0	1.25	0.27	0.11	1.65
ENSG00000226619	0	0	0	0	0	0	0	0	0
ENSG00000226620	0	0	0	0	0	0	0	0	0
ENSG00000226621	0	0	0	0.55	0	0	0	0	0
ENSG00000226622	0	0	0	0.11	0	0	0	0	0
ENSG00000226624	0	0	0.23	0.09	0.25	0.57	0	0.07	0
ENSG00000226625	0	0	0	0	0	0	0	0.03	0
ENSG00000226626	0	0	0	0	0	0	0	0	0
ENSG00000226627	0	0	0	0.1	0	0	0	0	0
ENSG00000226629	0	0	0	0	0	0	0	0	0
ENSG00000226631	0	0.19	0	0	0	0	0	0.02	0
ENSG00000226632	0.91	0	0	0.77	0.73	0	0.27	0	0
ENSG00000226633	0	0	0	0	0	0	0	0	0
ENSG00000226636	0.06	0.08	0	0.08	0	0.25	0.22	0	0.07
ENSG00000226640	0	0	0	0	0	0	0	0	0
ENSG00000226641	0	0	0	0	0	0	0	0	0
ENSG00000226642	0.2	0	0	0.08	0	0	0	0.07	0.08
ENSG00000226643	0	0	0	0	0	0	0	0	0
ENSG00000226644	0.48	0.3	1.47	0.28	0.29	0.67	0.89	0.34	0
ENSG00000226645	0.58	2.84	0	0.67	0	0	0	0	0
ENSG00000226646	0	0	0	0	0	0	0	0	0
ENSG00000226647	0.37	0.31	0.18	0.66	0.7	0.93	1.09	0.16	0.78
ENSG00000226648	0.95	0.88	1.67	0.67	0.96	1.98	1.13	0.2	0.98
ENSG00000226649	0	0	0	0	0	0	0	0.11	0
ENSG00000226650	0.15	0.13	0.03	0.03	0.03	0.07	0.11	0.15	0.06
ENSG00000226652	0	0	0	0.08	0	0	0	0	0
ENSG00000226653	0	0	0	0	0	0	0	0	0
ENSG00000226655	0	0	0	0	0	0	0	0	0
ENSG00000226658	0	0	0	0	0	0	0.23	0.09	0
ENSG00000226659	0	0	0	0	0	0	0.24	0.18	0
ENSG00000226660	0	0	0	0	0	0	0	0	0
ENSG00000226661	0	0	0	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0	0	0	0
ENSG00000226663	0	0	0	0	0	0	0	0	0
ENSG00000226664	0	0	0	0	0	0	0	0	0
ENSG00000226665	0	0	0	0	0	0	0	0	0
ENSG00000226666	0.06	0	0.12	0.12	0.07	0.08	0.05	0.1	0.04
ENSG00000226668	0	0.08	0	0	0	0.32	0.03	0.02	0.11
ENSG00000226669	0	0.23	0.4	0.69	0.22	0.25	0.16	0	0.99
ENSG00000226670	0	0	0	0	0	0	0	0	0
ENSG00000226671	0	0	0	0	0	0	0	0	0
ENSG00000226673	0	0	0	0.01	0	0	0	0.02	0
ENSG00000226674	0.46	0.68	0.72	0	0	0	0.16	0	0
ENSG00000226676	0.36	0	0	0.35	0	0	0.51	0.13	0.14
ENSG00000226677	0	0	0.26	0.29	0	0	0.1	0.04	0.09
ENSG00000226679	0	0	0	0	0	0	0	0.07	0
ENSG00000226680	0	0	0	0	0	0	0	0	0
ENSG00000226681	0	0	0	0	0	0	0	0	0
ENSG00000226683	0	0	0	0.02	0	0	0	0	0
ENSG00000226685	0	0	0	0	0	0	0	0	0
ENSG00000226686	0.74	0.37	0.42	0.71	2.18	5.47	2.04	0.69	2.29
ENSG00000226688	10.88	5.05	8.18	14.22	9.22	9.41	15.37	11.29	10.63
ENSG00000226690	1.44	0	0	1.17	0.06	0.63	0.24	0	0.38
ENSG00000226693	0	0	0	0	0	0	0	0	0
ENSG00000226694	0	0	0	0	0	0	0	0.11	0
ENSG00000226695	0	0	0	0	0	0	0	0	0
ENSG00000226696	10.08	7.04	5.31	9.95	7.9	8.72	10.59	1.06	7.59
ENSG00000226698	0.79	1.27	1.37	3.4	0	0	1.09	0	2.11
ENSG00000226699	0	0	1.31	1.01	0	0	0	0	1.88
ENSG00000226700	0	0	0	0	0	0	0	0	0
ENSG00000226701	0.2	0	0.22	0.08	0	0.27	0.18	0.07	0
ENSG00000226702	0.92	0.16	0	0.33	0.32	0.36	0.24	1.2	0.26
ENSG00000226703	0	0	0	0	0	0	0	0	0
ENSG00000226705	0	0	0	0.06	0.16	0	0.12	0.05	0
ENSG00000226706	1.12	2.61	1.86	0.72	1.42	0.94	1.51	0.24	0.87
ENSG00000226707	0	0	0	0	0	0	0	0	0
ENSG00000226708	0	0	0	0	0	0	0	0	0
ENSG00000226709	1.61	0	0	0.46	0	0	0	0	0
ENSG00000226711	10.37	7.75	5.51	15.19	4.32	2.34	4.13	3.07	4.79
ENSG00000226715	4	1.65	2.53	2.75	2.7	3.46	3.55	6.13	2.69
ENSG00000226716	0.15	0	0	0	0	0	0	0	0
ENSG00000226717	0	0	0	0.02	0	0	0	0	0.02
ENSG00000226718	0	0	0	0	0	0	0	0	0
ENSG00000226721	1.25	1.44	2.25	2.62	1.24	0.3	1.69	0.8	0.55
ENSG00000226722	0	0	0	0	0	0	0	0	0
ENSG00000226723	0.87	0.91	0.4	0.54	1.32	0	0.45	0.49	0.48
ENSG00000226724	0	0	0	0	0	0	0	0	0
ENSG00000226725	0.05	0.37	0.06	0.33	0.12	0.07	0	0	0.02
ENSG00000226726	0	0	0	0	0	0	0	0	0
ENSG00000226729	0	0	0	0	0	0	0	0	0
ENSG00000226733	0	0	0	0	0	0	0	0	0
ENSG00000226734	0	0	0	0	0	0	0	0	0
ENSG00000226739	0	0	0	0	0	0	0	0.1	0
ENSG00000226741	0.02	0	0	0.01	0	0	0.02	0	0
ENSG00000226742	8.39	3.97	7.35	7.66	8.24	6.97	7.36	6.51	14.03
ENSG00000226744	0	0	0	0	0	0	0	0	1.53
ENSG00000226745	0	0	0	0	0	0	0.16	0.03	0
ENSG00000226746	0.36	0.53	0	0.28	0.31	0.29	0.52	0.09	0.21
ENSG00000226747	1.15	1.34	0.98	0.85	0.59	2.7	1.68	0.06	1.3
ENSG00000226750	0	0	0	0.69	0	0	0	0	0
ENSG00000226751	0.18	0	0	0.15	0	0	0	0	0
ENSG00000226752	25.34	23.36	24.28	29.05	22.32	24.13	31.96	15.08	28.92
ENSG00000226753	0	0	0	0	0	0	0	0	0
ENSG00000226754	5.95	11.01	6.65	4.76	5.63	6.35	4.14	1.82	8.41
ENSG00000226755	0	0	0	0	0	0	0	0	0
ENSG00000226756	0.6	0	0.66	0.17	0.48	0	0.18	0.07	0.23
ENSG00000226757	0	0.12	0	0	0	0	0	0	0
ENSG00000226758	0	0	0	0	0	0	0	0	0
ENSG00000226759	0	0	0	0	0	0	0	0	0
ENSG00000226761	0	0	0.17	0	0.15	0	0.34	0.22	0.25
ENSG00000226762	0	0	0	0	0	0	0	0	0
ENSG00000226763	2.15	1.65	0.82	2.05	2.91	1.82	1.19	1.57	1.44
ENSG00000226764	0	0	0	0	0	0	0	0	0
ENSG00000226765	0	0	0	0	0	0	0	0.05	0
ENSG00000226766	0	0	0.4	0.15	0	0	0.32	0.13	0.42
ENSG00000226767	0	0	0	0	0	0	0	0	0
ENSG00000226769	0	0	0	0	0	0	0	0	0
ENSG00000226770	0	0	0	0.05	0	0	0	0	0
ENSG00000226771	0	0	0	0	0	0	0	0	0
ENSG00000226772	0	0	0.27	0.3	0	0	0	0	0.47
ENSG00000226773	0	0	0	0	0	0	0	0	0
ENSG00000226774	0	0.77	0	0.52	0.37	0	0.28	0	0.12
ENSG00000226776	0	0	0	0	0	0	0	0	0
ENSG00000226777	0	0	0	0	0	0	0	0	0
ENSG00000226779	0	0	0.13	0	0	0	0	0	0
ENSG00000226780	0	0	0	0	0	0.27	0	0	0
ENSG00000226781	0.46	0	0	0	0.56	0	0	0.35	0.36
ENSG00000226782	0	0	0	0	0	0	0	0	0
ENSG00000226783	0.05	0	0	0	0	0	0	0.03	0
ENSG00000226784	0.59	1	1.3	1.57	2.41	0.58	1.44	2.03	1.02
ENSG00000226789	0.04	0.29	0.04	0.08	0	0.05	0.07	0	0.09
ENSG00000226790	0	0	0	0.04	0	0	0	0.21	0.05
ENSG00000226791	0	0	0.09	0.03	0	0	0	0	0
ENSG00000226792	0	0.32	0.18	0.14	0.04	0.36	0.13	0.09	0.2
ENSG00000226794	0	0	0	0	0	0	0	0	0
ENSG00000226797	0.25	0	0	0	0	0	0	0	0
ENSG00000226798	0	0	0	0	0.37	0	0	0.05	0
ENSG00000226800	0.8	0.66	0.37	0.47	1.81	1.02	0.48	0.37	0.53
ENSG00000226801	0	0.75	0	0.51	0	0.42	0	0	0
ENSG00000226802	0	0	0	0	0	0	0	0	0
ENSG00000226803	3.49	2.8	3.38	2.77	2.01	3.18	3.41	0.91	5.29
ENSG00000226804	0	0	0	0	0	0	0	0	0
ENSG00000226806	0	0	0.13	0	0.07	0	0	0.02	0.02
